Index,Compound name,A site,A'site,B site,B'site,C_A,C_A',Cn_A,Cn_A',C_B,C_B',Cn_B,Cn_B',r_Asite,r_A'site,r_Bsite,r_B'site,Avg_AA',Avg_BB',TF,Fermi_energy,_cellength_a,_cellength_b,_cellength_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,_cell_volume,space_groupS,Space_group_NoS,space_group_HS,Space_group_No_HS,Total_mag_Outcar,mag_B,mag_B',mag_O,A_s,A_p,A_d,A'_s,A'_p,A'_d,B_s,B_p,B_d,B'_s,B'_p,B'_d,O_s,O_p,dis_x_A1,dis_x_A2,dis_y_A1,dis_y_A2,dis_x_A'1,dis_x_A'2,dis_y_A'1,dis_y_A'2,|x_A_dis|,|y_A_dis|,|x_A'_dis|,|y_A'_dis|,|A_dis|,|A'_dis|,tilt_angle,rot_angle,Energy,Energy_C,Energy_R,Energy_diff,Energy_diff(meV),Energy_5-atom_unitcell,target_label
Comp_71,NaYFeReO6,Na,Y,Fe,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.78,0.55,1.0995,0.665,0.85971199,4.89785344,5.540253,5.290708,7.596417,90.17775,89.997887,89.994514,222.664053,P21,4,P4/nmm,129,5.903,3.747,0.859,0.008118667,0.052,0.0465,0,2.121,6.174,0.817,0.312,0.4255,6.0795,0.624,0.951,4.584,1.557666667,3.465833333,-0.036876256,-0.037470125,0.005178049,0.005178049,0.065244633,0.065129309,-0.018015453,0.017718848,0.03717319,0.005178049,0.065186971,0.01786715,0.037532096,0.067591244,14.4395016,26.93660171,-149.377594,-149.379287,-149.208981,0.0017,1.693,0.42325,0
Comp_72,NaYMnReO6,Na,Y,Mn,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.83,0.55,1.0995,0.69,0.849176304,4.5779,5.555984,5.346961,7.774711,89.754997,90.01635,89.986839,230.96612,P21,4,P4/nmm,129,7.676,4.46,0.659,0.02289575,0.052,0.045,0,2.121,6.172,0.813,0.216,6.2165,4.951,0.6285,0.9575,4.5475,1.558833333,3.461166667,-0.03895475,-0.038973116,0.005273225,0.005273225,0.069153449,0.069030457,-0.017805236,0.017265856,0.038963933,0.005273225,0.069091953,0.017535546,0.039319142,0.07128249,15.03158949,28.85452105,-153.764318,-153.377732,-153.37734,-0.3866,-386.586,-96.6465,1
Comp_73,NaYNiOsO6,Na,Y,Ni,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.69,0.545,1.0995,0.6175,0.880467426,4.04376751,5.491235,5.284251,7.592211,90.219383,90.002281,89.987083,220.302059,P21,4,P4/nmm,129,0.168,1.689,1.301,0.048,0.054,0.049,0,2.124,6.182,0.833,0.35,0.465,8.248,0.674,1.051,5.86,1.557,3.44975,-0.046440245,-0.046191181,0.008605597,0.008605597,0.068005014,0.068071717,-0.018646021,0.018106065,0.046315713,0.008605597,0.068038366,0.018376043,0.047108402,0.070476224,15.00234805,26.50012177,-135.842404,-135.593119,-135.455958,-0.2493,-249.285,-62.32125,1
Comp_74,NaYNiReO6,Na,Y,Ni,Re,1,3,8,8,2,6,6,6,1.51,1.019,0.69,0.55,1.2645,0.62,0.938583706,4.569,5.50458,5.304558,7.580082,90.126968,90.067429,88.652039,221.271625,P21,4,P4/nmm,129,1.964,0.002,0.003,0.014000167,0.053,0.049,0,2.122,6.175,0.837,0.3475,0.463,8.241,0.629,0.9865,4.543,1.558,3.464,0.056208602,-0.055470068,-0.018170753,-0.018170753,-0.062325086,0.063038427,-0.008424857,0.007845133,0.055839335,0.018170753,0.062681757,0.008134995,0.058721441,0.063207442,16.22362383,23.78043799,-142.22624,-142.226046,-142.073853,-0.0002,-0.194,-0.0485,0
Comp_75,NaYVOsO6,Na,Y,V,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.64,0.545,1.0995,0.5925,0.891799053,5.11561365,5.467705,5.281967,7.62509,89.923912,89.999939,89.997589,220.214235,P21,4,P4/nmm,129,1.955,1.2275,1.562,0.104,0.05,0.0455,0,2.121,6.176,0.829,0.516,0.9765,3.56,0.592,0.866,5.968,1.552,3.4705,-0.03892332,-0.038873782,0.007644554,0.007644554,0.062974156,0.062981002,-0.015622342,0.015062584,0.038898551,0.007644554,0.062977579,0.015342463,0.039642609,0.064819492,12.18482178,23.16959838,-151.429592,-151.012019,-150.51519,-0.4176,-417.573,-104.39325,1
Comp_76,NaYVReO6,Na,Y,V,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.64,0.55,1.0995,0.595,0.890652782,5.1987,5.552994,5.333865,7.717319,89.578789,89.993279,90.007973,228.572508,P21,4,P4/nmm,129,0.17,0.011,0.011,0.04,0.05,0.045,0,2.12,6.1705,0.82,0.472,0.878,3.511,0.567,0.828,4.685,1.554166667,3.475333333,-0.036309407,-0.036086978,0.005403953,0.005403953,0.061882302,0.061864009,-0.016401503,0.015938752,0.036198193,0.005403953,0.061873155,0.016170127,0.036599342,0.063951234,12.01894972,23.7412993,-156.223412,-156.165557,-155.935528,-0.0579,-57.855,-14.46375,0
Comp_77,NaYVWO6,Na,Y,V,W,1,3,8,8,2,6,6,6,1.18,1.019,0.64,0.6,1.0995,0.62,0.879350081,5.5812,5.542888,5.327373,7.767865,89.791664,90.000778,90.003578,229.375996,P21,4,P4/nmm,129,5.636,0.029,0.006,0.00354525,0.049,0.044,0,2.119,6.171,0.819,0.379,0.6525,3.4915,0.706,1.0755,4.1895,1.556166667,3.485583333,-0.037595194,-0.037740978,0.007293404,0.007293404,0.065457533,0.06551628,-0.015445206,0.015033955,0.037668086,0.007293404,0.065486907,0.015239581,0.038367675,0.067236744,13.66676059,24.23501149,-164.721777,-164.292366,-164.205545,-0.4294,-429.411,-107.35275,1
Comp_78,NdSnMnNiO6,Nd,Sn,Mn,Ni,3,2,8,8,4,3,6,6,1.109,0.81,0.53,0.69,0.67,0.61,0.728862974,5.91228044,5.283393,5.461783,7.570332,90,89.681328,90,218.451764,P21,4,P4/nmm,129,8.353,2.4865,1.731,0.01825,2.089,5.905,0.8475,1.3635,1.1715,0.376,0.356,0.5675,4.926,0.3635,0.481,8.2275,1.565666667,3.434583333,-0.015478583,0.015478563,-0.054852743,-0.054852743,0.016978746,-0.016978767,0.061466574,0.061466554,0.015478573,0.054852743,0.016978756,0.061466564,0.056994821,0.063768462,19.94102255,21.09869395,-137.900128,-138.562593,-138.130183,0.6625,662.465,165.61625,0
Comp_79,PbDyMnNiO6,Pb,Dy,Mn,Ni,2,4,8,8,4,2,6,6,1.29,1.027,0.53,0.69,1.1585,0.61,0.905125134,4.62507145,5.281211,5.46915,7.560022,90,89.826607,90,218.360649,P21,4,P4/nmm,129,8.202,2.6335,1.722,-0.023166667,0.312,6.78,1.332,1.675,1.148,0.2965,0.366,0.593,4.8855,0.362,0.479,8.218,1.565333333,3.430166667,-0.017787378,0.017787358,-0.066215605,-0.066215605,0.010271954,-0.010271974,0.049703668,0.049703648,0.017787368,0.066215605,0.010271964,0.049703658,0.068563086,0.050753984,13.70197866,22.75764512,-132.02231,-132.0422,-132.13557,0.1133,113.26,28.315,0
Comp_80,PbSmMnNiO6,Pb,Sm,Mn,Ni,2,4,8,8,4,2,6,6,1.29,1.079,0.53,0.69,1.1845,0.61,0.914506538,4.56267026,5.347389,5.465285,7.600389,90,89.938324,90,222.121245,P21,4,P4/nmm,129,8.179,2.6345,1.72,-0.024333333,2.122,5.9945,0.9,1.6785,1.1105,0.283,0.366,0.595,4.885,0.362,0.48,8.2175,1.566333333,3.4255,-0.013961419,0.013961399,-0.054764078,-0.054764078,0.010582971,-0.010582991,0.046489824,0.046489804,0.013961409,0.054764078,0.010582981,0.046489814,0.056515707,0.04767916,14.05651036,19.63662303,-132.7705,-132.79897,-132.92617,0.1557,155.67,38.9175,0
Comp_81,PbTmMnNiO6,Pb,Tm,Mn,Ni,2,4,8,8,4,2,6,6,1.29,0.994,0.53,0.69,1.142,0.61,0.89917155,4.59111929,5.245421,5.461361,7.541502,90,89.75486,90,216.040463,P21,4,P4/nmm,129,8.218,2.6325,1.723,-0.02225,0.412,7.0855,1.3305,1.674,1.1665,0.303,0.366,0.593,4.8865,0.363,0.479,8.219,1.564916667,3.433166667,-0.019850496,0.019850475,-0.070594096,-0.070594096,0.010787781,-0.010787801,0.050059113,0.050059093,0.019850485,0.070594096,0.010787791,0.050059103,0.073331904,0.051208303,13.55164832,23.59916161,-131.14816,-131.16285,-131.23338,0.0852,85.22,21.305,0
Comp_82,RbTmCrReO6,Rb,Tm,Cr,Re,1,3,8,8,2,6,6,6,1.61,0.994,0.8,0.55,1.302,0.675,0.926187857,4.78750224,5.555265,5.416551,7.805361,89.571419,89.995331,90.002167,234.859667,P21,4,P4/nmm,129,1.815,0.025,0.019,0.040666667,1.948,5.367,0.072,0.366,6.929,1.179,0.39,0.661,4.209,0.5655,0.8245,4.637,1.555,3.470416667,-0.019519594,-0.019601245,-0.000543728,-0.000543728,0.064939418,0.064852263,-0.008137923,0.007715566,0.01956042,0.000543728,0.06489584,0.007926745,0.019567975,0.065378157,3.987096749,19.55929971,-148.710097,-148.358949,-147.662418,-0.3511,-351.148,-87.787,1
Comp_83,RbTmVReO6,Rb,Tm,V,Re,1,3,8,8,2,6,6,6,1.61,0.994,0.64,0.55,1.302,0.595,0.964282987,4.83630304,5.580964,5.43045,7.800272,89.413803,90.005226,90.00602,236.391603,P21,4,P4/nmm,129,0.111,0.015,0.013,0.038333333,1.948,5.367,0.072,0.362,6.912,1.1655,0.446,0.8145,3.453,0.562,0.8195,4.652,1.556666667,3.46875,-0.021717632,-0.021646847,-0.003750536,-0.003750536,0.066930061,0.0670441,-0.011076857,0.010663244,0.02168224,0.003750536,0.066987081,0.01087005,0.022004227,0.067863296,4.141509999,18.73270437,-149.877288,-149.570408,-148.861621,-0.3069,-306.88,-76.72,1
Comp_84,RbYCoOsO6,Rb,Y,Co,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.745,0.545,1.3145,0.645,0.944546657,3.7956251,5.573987,5.438777,8.065843,89.48114,89.997162,90.004234,244.511435,P21,4,P4/nmm,129,2.151,0.009,0.003,0.052333333,1.946,5.359,0.061,2.113,6.138,0.7555,0.301,0.379,7.119,0.666,1.037,5.85,1.560666667,3.438333333,-0.018676198,-0.018731083,0.003059342,0.003059342,0.06276611,0.062704315,-0.01177491,0.01124403,0.018703641,0.003059342,0.062735213,0.01150947,0.018952196,0.063782245,4.555538361,20.95866438,-136.326282,-135.673423,-135.323785,-0.6529,-652.859,-163.21475,1
Comp_85,RbYCrOsO6,Rb,Y,Cr,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.8,0.545,1.3145,0.6725,0.931703624,4.63906102,5.541645,5.469989,7.79583,89.799263,90.002335,89.998795,236.311477,P21,4,P4/nmm,129,0.104,0.027,0.02,0.113916667,1.947,5.366,0.067,2.108,6.1245,0.739,0.394,0.675,4.195,0.608,0.907,5.872,1.554833333,3.461416667,-0.013100061,-0.013050465,0.002344241,0.002344241,0.052065763,0.052132522,-0.002095623,0.00165556,0.013075263,0.002344241,0.052099142,0.001875592,0.013283748,0.052132893,4.121295194,15.97292481,-146.728662,-146.420026,-145.676002,-0.3086,-308.636,-77.159,1
Comp_86,RbYCrReO6,Rb,Y,Cr,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.8,0.55,1.3145,0.675,0.930553373,4.82182462,5.585967,5.476517,7.903921,89.673279,90.004204,89.995567,241.789994,P21,4,P4/nmm,129,9.814,3.12,1.524,0.028583333,1.947,5.364,0.066,2.1125,6.14,0.758,0.36,0.584,4.181,0.573,0.834,4.606,1.5575,3.462416667,-0.0173564,-0.01723867,0.00092116,0.00092116,0.05930611,0.059420871,-0.007241093,0.006722748,0.017297535,0.00092116,0.059363491,0.00698192,0.017322046,0.059772663,4.197405023,20.22610434,-151.998971,-151.956592,-151.203142,-0.0424,-42.379,-10.59475,0
Comp_87,RbYCrWO6,Rb,Y,Cr,W,1,3,8,8,2,6,6,6,1.61,1.019,0.8,0.6,1.3145,0.7,0.919205161,4.769753,5.750408,5.577484,7.942705,88.978348,89.639748,85.890236,254.046185,P21,4,P4/nmm,129,7.642,3.6135,0.1525,0.012416667,1.945,5.3605,0.06,2.1105,6.136,0.75,0.3015,0.4345,4.2685,0.7095,1.0885,4.1565,1.558916667,3.469,-0.012734421,-0.025818175,-0.003786491,-0.003786491,0.072998724,0.065335211,-0.010446506,0.000503165,0.019276298,0.003786491,0.069166968,0.005474836,0.019644673,0.069383307,4.527034289,23.64128642,-160.870829,-159.785194,-159.91859,-0.9522,-952.239,-238.05975,1
Comp_88,RbYNiOsO6,Rb,Y,Ni,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.69,0.545,1.3145,0.6175,0.957748706,3.80501909,5.541399,5.432238,8.002809,89.400063,90.001518,89.998825,240.888886,P21,4,P4/nmm,129,0.197,1.712,1.2805,0.057166667,1.946,5.36,0.062,2.114,6.141,0.76,0.332,0.4185,8.212,0.667,1.0385,5.8525,1.561666667,3.437916667,-0.017077846,-0.017118597,-0.0001467,-0.0001467,0.060088218,0.060032855,-0.011001141,0.010503492,0.017098222,0.0001467,0.060060537,0.010752316,0.017098851,0.061015411,4.150239692,20.25002835,-132.975012,-132.322494,-131.931912,-0.6525,-652.518,-163.1295,1
Comp_89,RbYVOsO6,Rb,Y,V,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.64,0.545,1.3145,0.5925,0.970074945,4.9442954,5.547401,5.467421,7.732916,89.862808,90.051514,89.928001,234.538185,P21,4,P4/nmm,129,1.677,0.013,0.0055,0.061333333,1.947,5.368,0.07,2.106,6.1175,0.736,0.506,0.964,3.5335,0.58,0.842,5.969,1.5565,3.456916667,-0.013764077,-0.013312434,-0.003518753,-0.003518753,0.052887963,0.050761631,-0.009850152,0.007808387,0.013538256,0.003518753,0.051824797,0.00882927,0.013988066,0.052571528,4.12364645,13.20706903,-148.186642,-147.93029,-147.256791,-0.2564,-256.352,-64.088,1
Comp_90,RbYVReO6,Rb,Y,V,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.64,0.55,1.3145,0.595,0.968828062,4.99289343,5.59147,5.495756,7.784238,89.55761,89.997604,89.993721,239.197472,P21,4,P4/nmm,129,0.1,0.015,0.013,0.03725,1.947,5.366,0.068,2.106,6.115,0.7275,0.451,0.832,3.463,0.562,0.8215,4.6505,1.555333333,3.4645,-0.01646484,-0.016357156,-0.003503475,-0.003503475,0.054854876,0.055008989,-0.009060819,0.00872014,0.016410998,0.003503475,0.054931933,0.00889048,0.016780799,0.055646724,4.101206462,14.63133562,-153.46324,-153.205256,-152.423246,-0.258,-257.984,-64.496,1
Comp_91,RbYVWO6,Rb,Y,V,W,1,3,8,8,2,6,6,6,1.61,1.019,0.64,0.6,1.3145,0.62,0.956533289,5.2468954,5.616926,5.493454,8.005061,89.32872,90.004242,89.991096,246.989817,P21,4,P4/nmm,129,5.576,2.4785,0.255,0.00775,1.946,5.363,0.065,2.107,6.126,0.741,0.355,0.5975,3.4525,0.702,1.075,4.175,1.560083333,3.475333333,-0.017075003,-0.017063643,0.000332231,0.000332231,0.060998031,0.060866002,-0.007471321,0.006815538,0.017069323,0.000332231,0.060932017,0.007143429,0.017072556,0.061349322,4.74191969,17.5334363,-162.1285,-161.214946,-161.075617,-0.9136,-913.554,-228.3885,1
Comp_92,RbYVZrO6,Rb,Y,V,Zr,1,3,8,8,4,4,6,6,1.51,1.019,0.64,0.6,1.2645,0.62,0.938583706,4.2053,5.668517,5.549196,7.947283,90.340477,90.001205,89.999603,249.98304,P21,4,P4/nmm,129,1.934,0.011,0.002,0.011,1.947,5.359,0.065,2.108,6.126,0.73,0.529,1.019,3.433,2.189,6.369,1.522,1.562666667,3.467333333,-0.015347342,-0.015327861,0.003613165,0.003613165,0.059362457,0.059356153,-0.002498437,0.001985326,0.015337602,0.003613165,0.059359305,0.002241882,0.015757442,0.059401626,4.202914666,18.13834131,-159.095048,-158.388929,-158.187448,-0.7061,-706.119,-176.52975,1
Comp_93,SmBaMnNiO6,Sm,Ba,Mn,Ni,3,2,8,8,4,3,6,6,1.079,1.42,0.53,0.69,0.975,0.61,0.838914066,3.34375309,5.472917,5.426571,7.669458,90,90.079865,90,227.776333,P21,4,P4/nmm,129,7.917,2.599,1.5755,-0.040833333,2.1015,5.968,0.778,2.006,5.627,0.369,0.376,0.607,4.895,0.387,0.542,8.2385,1.564,3.428666667,0.010383154,-0.010383174,-0.013372513,-0.013372513,0.00594257,-0.00594259,0.001837508,0.001837488,0.010383164,0.013372513,0.00594258,0.001837498,0.016930275,0.006220182,3.592172526,2.35371764,-138.675454,-138.313298,-138.038556,-0.3622,-362.156,-90.539,1
Comp_94,SmCaMnNiO6,Sm,Ca,Mn,Ni,3,2,8,8,4,3,6,6,1.079,1.12,0.53,0.69,0.825,0.61,0.784790578,3.32055341,5.289784,5.393883,7.49172,90,90.132957,90,213.75674,P21,4,P4/nmm,129,7.866,2.5095,1.573,-0.028916667,2.121,5.9955,0.901,2.031,5.868,0.2825,0.382,0.62,4.8915,0.3925,0.554,8.241,1.560666667,3.442,-0.011143595,0.011143574,-0.05240863,-0.05240863,0.012456761,-0.012456782,0.049556758,0.049556738,0.011143584,0.05240863,0.012456772,0.049556748,0.053580258,0.051098361,14.0288083,19.33451729,-140.184829,-140.125593,-140.089565,-0.0592,-59.236,-14.809,0
Comp_95,SmSnMnNiO6,Sm,Sn,Mn,Ni,3,2,8,8,4,3,6,6,1.079,0.81,0.53,0.69,0.67,0.61,0.728862974,5.89300507,5.248804,5.467543,7.538058,90,89.62249,90,216.32296,P21,4,P4/nmm,129,8.363,2.4715,1.734,0.020333333,2.128,6.002,0.9405,1.357,1.1945,0.388,0.355,0.566,4.9275,0.3625,0.478,8.225,1.56475,3.437333333,-0.017907785,0.017907765,-0.060888987,-0.060888987,0.01713889,-0.017138911,0.062394787,0.062394767,0.017907775,0.060888987,0.017138901,0.062394777,0.063467765,0.064705874,20.04883174,22.07621224,-138.270836,-138.932353,-138.457869,0.6615,661.517,165.37925,0
Comp_96,SrCeMnNiO6,Sr,Ce,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.97,0.53,0.69,0.75,0.61,0.757728834,4.98498381,5.355428,5.422488,7.677805,90,89.914017,90,222.961238,P21,4,P4/nmm,129,9.691,2.698,1.727,0.058833333,2.005,5.776,0.25,1.962,5.632,0.7025,0.367,0.596,4.902,0.368,0.502,8.237,1.56175,3.44525,-0.006356178,0.006356158,-0.029222694,-0.029222694,0.002251705,-0.002251725,0.046756409,0.046756388,0.006356168,0.029222694,0.002251715,0.046756399,0.029905965,0.046810587,11.93524641,20.18777239,-140.62841,-140.96583,-140.78066,0.3374,337.42,84.355,0
Comp_97,SrDyMnNiO6,Sr,Dy,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.027,0.53,0.69,0.7785,0.61,0.768012297,3.17801675,5.290988,5.399713,7.606609,90,90.094727,90,217.319119,P21,4,P4/nmm,129,7.893,2.531,1.5755,-0.032416667,2.007,5.781,0.265,0.3,6.74,1.284,0.379,0.613,4.89,0.389,0.545,8.236,1.560833333,3.441666667,-0.008838088,0.008838068,-0.034135158,-0.034135158,0.00994643,-0.00994645,0.059579208,0.059579188,0.008838078,0.034135158,0.00994644,0.059579198,0.035260752,0.060403746,14.11411041,17.33791473,-139.362379,-139.132734,-139.119119,-0.2296,-229.645,-57.41125,1
Comp_98,SrGdMnNiO6,Sr,Gd,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.053,0.53,0.69,0.7915,0.61,0.772702999,3.24881985,5.325048,5.382671,7.624166,90,90.123894,90,218.530826,P21,4,P4/nmm,129,7.884,2.5325,1.5725,-0.032666667,2.006,5.7785,0.259,0.226,6.532,1.209,0.38,0.615,4.8925,0.3905,0.55,8.2395,1.561166667,3.4405,-0.00776916,0.007769139,-0.02938304,-0.02938304,0.00744445,-0.00744447,0.052030973,0.052030953,0.007769149,0.02938304,0.00744446,0.052030963,0.030392807,0.052560833,12.70024013,15.61520298,-139.355712,-139.166269,-139.116406,-0.1894,-189.443,-47.36075,1
Comp_99,SrHfMnNiO6,Sr,Hf,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.83,0.53,0.69,0.68,0.61,0.732471206,4.57160144,5.105904,5.438514,7.640201,90,89.893372,90,212.156769,P21,4,P4/nmm,129,9.714,2.7155,1.735,0.06175,2.012,5.789,0.2875,0.4655,0.7465,2.0525,0.364,0.582,4.899,0.368,0.487,8.231,1.55625,3.475833333,-0.009222155,0.009222135,-0.04369393,-0.04369393,0.019806443,-0.019806463,0.090746394,0.090746373,0.009222145,0.04369393,0.019806453,0.090746383,0.04465655,0.092882731,20.38344112,25.38031002,-142.27581,-142.63538,-142.07693,0.3596,359.57,89.8925,0
Comp_100,SrHoMnNiO6,Sr,Ho,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.015,0.53,0.69,0.7725,0.61,0.765847357,3.13239656,5.272982,5.401815,7.607075,90,90.050705,90,216.677362,P21,4,P4/nmm,129,7.899,2.531,1.5755,-0.032083333,2.007,5.7815,0.2665,0.333,6.8405,1.2745,0.379,0.6135,4.89,0.389,0.5435,8.2345,1.560666667,3.4425,-0.008997053,0.008997033,-0.035801683,-0.035801683,0.011017535,-0.011017556,0.062815274,0.062815254,0.008997043,0.035801683,0.011017546,0.062815264,0.036914865,0.063774162,14.49091546,18.16050997,-139.352528,-139.104507,-139.104088,-0.248,-248.021,-62.00525,1
Comp_101,SrSmMnNiO6,Sr,Sm,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.079,0.53,0.69,0.8045,0.61,0.777393701,3.28352523,5.378012,5.363608,7.620911,90,90.176399,90,219.828326,P21,4,P4/nmm,129,7.86,2.5405,1.564,-0.033416667,2.004,5.775,0.25,2.112,5.983,0.847,0.381,0.617,4.898,0.394,0.561,8.2485,1.561666667,3.439,-0.006890949,0.006890929,-0.020753026,-0.020753026,0.003126889,-0.003126909,0.03795691,0.03795689,0.006890939,0.020753026,0.003126899,0.0379569,0.02186717,0.03808548,11.20879387,11.83548952,-139.126709,-138.968997,-138.894813,-0.1577,-157.712,-39.428,1
Comp_102,SrSnMnNiO6,Sr,Sn,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.81,0.53,0.69,0.67,0.61,0.728862974,4.90045524,5.175667,5.408703,7.669438,90,89.959877,90,214.695492,P21,4,P4/nmm,129,9.7,2.7155,1.736,0.06025,2.0115,5.789,0.289,1.1045,1.4605,0.573,0.365,0.58,4.888,0.366,0.4805,8.221,1.563333333,3.440916667,-0.009190591,0.009190571,-0.04161308,-0.04161308,0.011012884,-0.011012904,0.077018496,0.077018476,0.009190581,0.04161308,0.011012894,0.077018486,0.042615903,0.07780187,19.59286059,25.53009426,-121.27,-121.28573,-121.33538,0.0654,65.38,16.345,0
Comp_103,SrTmMnNiO6,Sr,Tm,Mn,Ni,2,3,8,8,4,3,6,6,1.26,0.81,0.53,0.69,0.67,0.61,0.728862974,3.09438809,5.238081,5.413612,7.589203,90,89.93026,90,215.206425,P21,4,P4/nmm,129,7.905,2.5295,1.5765,-0.03175,2.008,5.783,0.271,0.401,7.051,1.2945,0.379,0.6125,4.889,0.388,0.541,8.233,1.5605,3.44425,-0.009532538,0.009532518,-0.039686926,-0.039686926,0.013581628,-0.013581648,0.069108442,0.069108422,0.009532528,0.039686926,0.013581638,0.069108432,0.040815698,0.070430365,15.80216055,19.5542113,-139.268535,-138.976342,-138.994933,-0.2736,-273.602,-68.4005,1
Comp_104,SrZrMnNiO6,Sr,Zr,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.84,0.53,0.69,1.05,0.61,0.86597581,4.397399,5.140871,5.459091,7.638452,90,89.822144,90,214.368149,P21,4,P4/nmm,129,9.72,2.7155,1.7345,0.060916667,2.011,5.787,0.2815,0.463,0.7425,2.1945,0.364,0.5825,4.897,0.367,0.486,8.229,1.558583333,3.464916667,-0.008882025,0.008882005,-0.04413077,-0.04413077,0.020083843,-0.020083863,0.08854689,0.08854687,0.008882015,0.04413077,0.020083853,0.08854688,0.04501572,0.090795986,19.34991071,24.44389135,-140.1315122,-140.4793379,-139.9548439,0.3478,347.826,86.956425,0
Comp_105,TmSnMnNiO6,Tm,Sn,Mn,Ni,3,2,8,8,4,3,6,6,0.81,0.81,0.53,0.69,0.67,0.61,0.728862974,5.99582848,5.164474,5.442984,7.444662,90,89.433578,90,209.260322,P21,4,P4/nmm,129,8.417,2.436,1.736,0.026583333,0.4285,7.1355,1.3935,1.341,1.2625,0.424,0.354,0.5655,4.936,0.365,0.484,8.232,1.562833333,3.448666667,-0.02370941,0.02370939,-0.072645219,-0.072645219,0.017175755,-0.017175776,0.063557253,0.063557233,0.0237094,0.072645219,0.017175766,0.063557243,0.076416383,0.065837148,19.99477327,24.4918935,-138.935591,-139.538744,-139.01689,0.6032,603.153,150.78825,0
Comp_106,ZnCeMnNiO6,Zn,Ce,Mn,Ni,2,4,8,8,4,2,6,6,0.9,0.97,0.53,0.69,0.75,0.61,0.757728834,4.58941393,5.227612,5.457816,7.504312,90,89.769859,90,214.106352,P21,4,P4/nmm,129,9.714,2.717,1.746,0.0525,0.456,0.455,9.8885,1.969,5.6395,0.771,0.359,0.571,4.868,0.358,0.469,8.2065,1.56175,3.440833333,0.0346232,-0.03462322,0.102411883,0.102411883,0.018474552,-0.018474572,0.044619957,0.044619936,0.03462321,0.102411883,0.018474562,0.044619946,0.108106246,0.048293365,15.34569117,21.15923982,-127.79361,-128.27014,-128.23773,0.4765,476.53,119.1325,0
Comp_107,ZnSnMnNiO6,Zn,Sn,Mn,Ni,2,4,8,8,4,2,6,6,0.9,0.81,0.53,0.69,0.855,0.61,0.795615276,4.96867715,5.112339,5.204982,7.396555,90,89.281883,90,196.80418,P21,4,P4/nmm,129,9.72,2.7405,1.755,0.05175,0.4335,0.44,9.8885,1.104,1.596,0.662,0.365,0.5725,4.8655,0.366,0.4795,8.2195,1.560583333,3.445583333,0.025401875,-0.025401895,-0.022313138,-0.022313138,0.026532319,-0.026532339,0.069208368,0.069208348,0.025401885,0.022313138,0.026532329,0.069208358,0.033810233,0.074119912,21.99697824,25.0010779,-108.3336826,-108.4392528,-108.4063195,0.1056,105.57,26.3925575,0