Index,Compound name,A site,A'site,B site,B'site,C_A,C_A',Cn_A,Cn_A',C_B,C_B',Cn_B,Cn_B',r_Asite,r_A'site,r_Bsite,r_B'site,Avg_AA',Avg_BB',TF,Energy,Fermi_energy,_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,_cell_volume,space_group_LS,Space_group_No_LS,space_group_HS,Space_group_No_HS,Total_mag_Outcar,mag_B,mag_B',mag_O,A_s,A_p,A_d,A'_s,A'_p,A'_d,B_s,B_p,B_d,B'_s,B'_p,B'_d,O_s,O_p,dis_x_A1,dis_x_A2,dis_y_A1,dis_y_A2,dis_x_A'1,dis_x_A'2,dis_y_A'1,dis_y_A'2,|x_A_dis|,|y_A_dis|,|x_A'_dis|,|y_A'_dis|,|A_dis|,|A'_dis|,tilt_angle,rot_angle,Q_R-,Q_R+,Q_T,Q_AFE_(A),Q_AFE_(O),CD_(2D),CD_(3D),target_label
Comp_132,RbYMnReO6_C,Rb,Y,Mn,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.83,0.55,1.3145,0.69,0.923711069,-150.366057,4.09155843,5.746124,5.634502,7.81961,89.535828,91.16716,88.07653,252.967024,P-1,2,P42/mmc,131,7.629,4.5,0.704,0.016333333,1.947,5.365,0.065,2.11,6.115,0.75,0.2095,6.203,4.943,0.6175,0.953,4.5025,1.560666667,3.448833333,0.03596104,-0.035256179,-0.003658795,-0.003658795,-0.05289078,0.053699834,-0.006367792,0.00589237,0.03560861,0.003658795,0.053295307,0.006130081,0.035796087,0.053646693,12.89031635,17.8613452,0.0729,0.904,0,1.4828,0,0.30195,0,0
Comp_133,RbYMnReO6_L,Rb,Y,Mn,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.83,0.55,1.3145,0.69,0.923711069,-151.524938,4.12466687,5.592387,5.412084,8.850473,88.344063,90.006271,89.985573,267.760683,P21,4,P4/nmm,129,7.525,4.446,0.688,0.033416667,1.941,5.354,0.045,2.118,6.159,0.7855,0.226,6.218,4.951,0.628,0.946,4.58,1.563666667,3.455583333,-0.008472786,-0.008483461,0.016856188,0.016856188,0.064452106,0.064481652,-0.012933713,0.012425948,0.008478123,0.016856188,0.064466879,0.01267983,0.018868218,0.065702029,6.402242181,25.22896547,0,1.16799,1.31336,0.392415,1.44552,0.05166,0,1
Comp_134,RbYMnReO6_R,Rb,Y,Mn,Re,1,3,8,8,2,6,6,6,1.61,1.019,0.83,0.55,1.3145,0.69,0.923711069,-150.482535,4.28722112,5.754154,5.558311,7.881858,89.883858,89.999657,89.985291,252.087918,Pc,7,F-4 3m,216,7.669,4.497,0.685,0.0155,1.947,5.365,0.066,2.117,6.135,0.787,0.204,6.194,4.933,0.615,0.935,4.513,1.560833333,3.4475,0.016123141,-0.015391835,0.000572312,0.000572312,0.068049186,-1.015391835,0.020469156,0.02060733,0.015757488,0.000572312,0.541720511,0.020538243,0.015767878,0.542109704,14.39909381,10.66742413,0,0.7981,1.5281,0.46085,0,0,0.23145,2
Comp_135,RbYMnWO6_C,Rb,Y,Mn,W,1,3,8,8,2,6,6,6,1.61,1.019,0.83,0.6,1.3145,0.715,0.912528126,-159.399286,4.09240192,5.740463,5.642285,7.860745,88.809532,91.429695,89.383949,254.453914,P-1,2,P42/mmc,131,9.61,4.5395,0.08,0.019916667,1.948,5.366,0.067,2.107,6.113,0.741,0.205,6.195,4.9385,0.705,1.1085,4.065,1.5605,3.462916667,0.029380007,-0.029083588,0.001434449,0.001434449,-0.050390028,0.05196159,-0.019220158,0.018150379,0.029231798,0.001434449,0.051175809,0.018685269,0.029266972,0.054480297,13.37787057,10.66212393,0.1663,0.7104,0,1.5945,0,0.32455,0,0
Comp_136,RbYNiOsO6_C,Rb,Y,Ni,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.69,0.545,1.3145,0.6175,0.957748706,-132.322494,3.77100612,5.636164,5.569323,7.592604,89.44735,90.5196,88.402687,238.214853,P-1,2,P42/mmc,131,0.2,1.7375,1.297,0.05,1.948,5.366,0.068,2.11,6.1215,0.752,0.34,0.443,8.2095,0.6625,1.035,5.816,1.56,3.439166667,0.026971746,-0.026205596,-0.00423846,-0.00423846,-0.047216282,0.048071693,-0.004013684,0.003489999,0.026588671,0.00423846,0.047643987,0.003751842,0.026924375,0.047791483,11.64468464,13.71959468,0.0845,0.7146,0,1.2878,0,0.27805,0,0
Comp_137,RbYNiOsO6_R,Rb,Y,Ni,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.69,0.545,1.3145,0.6175,0.957748706,-131.931912,3.79369235,5.641764,5.478571,7.706214,89.907341,89.999367,89.996147,238.189554,Pc,7,F-4 3m,216,0.199,1.7205,1.2935,0.0465,1.949,5.369,0.074,2.1155,6.132,0.781,0.33,0.419,8.197,0.657,1.022,5.827,1.56125,3.4345,0.013176878,-0.012559011,0.000278095,0.000278095,0.063165487,-1.012559011,0.019162191,0.019287835,0.012867944,0.000278095,0.537862249,0.019225013,0.012870949,0.538205723,13.33666747,8.08794682,0,0.6543,1.3926,0.4043,0,0,0.1297,2
Comp_138,RbYNiWO6_C,Rb,Y,Ni,W,1,3,8,8,2,6,6,6,1.61,1.019,0.69,0.6,1.3145,0.645,0.944546657,-148.175851,3.52525487,5.612983,5.554517,7.687695,89.668854,90.435173,88.837204,239.621927,P-1,2,P42/mmc,131,4.023,1.7705,0.0245,0.031333333,1.948,5.371,0.069,2.103,6.103,0.7215,0.341,0.4465,8.2045,0.71,1.1195,4.1005,1.558,3.46625,0.02084162,-0.020200249,-0.002812852,-0.002812852,-0.044169866,0.045298195,-0.004475925,0.003795252,0.020520935,0.002812852,0.04473403,0.004135588,0.020712819,0.044924788,10.68588219,11.62274161,0.0722,0.6434,0,1.2341,0,0.2446,0,0
Comp_139,RbYNiWO6_R,Rb,Y,Ni,W,1,3,8,8,2,6,6,6,1.61,1.019,0.69,0.6,1.3145,0.645,0.944546657,-148.148518,3.30956101,5.66393,5.492167,7.743951,89.958984,90.000153,89.998001,240.892946,Pc,7,F-4 3m,216,4.008,1.773,0.0345,0.028166667,1.948,5.373,0.073,2.113,6.129,0.762,0.325,0.409,8.17,0.706,1.098,4.115,1.558666667,3.4645,0.011738588,-0.010923874,-0.000689572,-0.000689572,0.065780557,-1.010923874,0.018775092,0.01885805,0.011331231,0.000689572,0.538352216,0.018816571,0.011352194,0.538680955,12.98656636,8.651748346,0,0.6852,1.3818,0.3994,0,0,0.14755,2
Comp_140,RbYVOsO6_C,Rb,Y,V,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.64,0.545,1.3145,0.5925,0.970074945,-147.93029,4.79540588,5.598976,5.505255,7.659075,90.216919,89.814392,87.852997,235.912961,P-1,2,P42/mmc,131,3.782,0.0155,0.0095,0.089,1.948,5.369,0.07,2.108,6.116,0.748,0.488,0.9315,3.4835,0.589,0.8525,5.9275,1.555333333,3.458083333,0.020767756,-0.020149706,-0.004706103,-0.004706103,-0.044118599,0.044908927,-0.001167498,0.000605109,0.020458731,0.004706103,0.044513763,0.000886304,0.020993024,0.044522586,9.817630314,14.19487107,0.0475,0.6948,0,1.1202,0,0.2711,0,0
Comp_141,RbYVOsO6_R,Rb,Y,V,Os,1,3,8,8,2,6,6,6,1.61,1.019,0.64,0.545,1.3145,0.5925,0.970074945,-147.256791,4.7723757,5.593622,5.47294,7.680184,89.896294,89.994667,90.000343,235.117393,Pc,7,F-4 3m,216,1.922,0.016,0.013,0.11475,1.95,5.376,0.08,2.111,6.117,0.7595,0.475,0.894,3.452,0.582,0.849,5.9105,1.556333333,3.455166667,0.013984057,-0.013286468,-0.000774528,-0.000774528,0.049897296,-1.013286468,0.020623821,0.020766635,0.013635262,0.000774528,0.531591882,0.020695228,0.013657242,0.531994569,11.95850834,6.10707654,0,0.5647,1.3072,0.3266,0,0,0.0338,2
Comp_142,RbYVWO6_C,Rb,Y,V,W,1,3,8,8,2,6,6,6,1.61,1.019,0.64,0.6,1.3145,0.62,0.956533289,-161.214946,5.27770826,5.640933,5.563927,7.776839,89.71051,90.508621,89.097786,244.038672,P-1,2,P42/mmc,131,5.393,2.3275,0.3145,0.007583333,1.948,5.3685,0.069,2.103,6.101,0.729,0.386,0.67,3.4595,0.683,1.0535,4.117,1.558333333,3.474083333,0.021358507,-0.020240348,-0.003612571,-0.003612571,-0.043062811,0.043494386,-0.004521832,0.00405153,0.020799428,0.003612571,0.043278599,0.004286681,0.021110823,0.043490375,10.54556391,12.18535229,0.0651,0.6664,0,1.2415,0,0.25405,0,0
Comp_143,RbYVWO6_R,Rb,Y,V,W,1,3,8,8,2,6,6,6,1.61,1.019,0.64,0.6,1.3145,0.62,0.956533289,-161.075617,5.16769558,5.684725,5.531951,7.82177,89.902336,89.999527,90.013123,245.975705,Pc,7,F-4 3m,216,5.605,2.466,0.267,0.004232667,1.948,5.371,0.073,2.113,6.125,0.769,0.351,0.588,3.423,0.689,1.061,4.115,1.556666667,3.472166667,0.014179123,-0.013335932,-0.001463293,-0.001463293,0.058539742,-1.013335932,0.02282286,0.022572781,0.013757528,0.001463293,0.535937837,0.02269782,0.013835129,0.536418266,13.81612297,7.655714712,0,0.611,1.4605,0.3874,0,0,0.14745,2
Comp_144,SmSnMnNiO6_C,Sm,Sn,Mn,Ni,3,2,8,8,4,3,6,6,1.079,0.81,0.53,0.69,0.67,0.61,0.728862974,-138.932353,5.89879947,5.263643,5.521228,7.584844,88.141235,89.037888,92.92292,219.988849,P-1,2,P42/mmc,131,9.703,2.757,1.7515,0.052166667,2.128,6.002,0.912,1.159,1.604,0.629,0.3185,0.472,4.9455,0.363,0.4725,8.219,1.560666667,3.454833333,-0.01839139,0.01839139,-0.071711387,-0.071711387,0.013016574,-0.013016614,-0.064653917,0.064653876,0.01839139,0.071711387,0.013016594,0.064653896,0.074032198,0.065951179,22.54023347,27.62595394,0.25589,1.45985,0,2.2283,0,0.29223,0,0
Comp_145,SmSnMnNiO6_L,Sm,Sn,Mn,Ni,3,2,8,8,4,3,6,6,1.079,0.81,0.53,0.69,0.67,0.61,0.728862974,-138.270836,5.89300507,5.248804,5.467543,7.538058,90,89.62249,90,216.32296,P21,4,P4/nmm,129,8.363,2.4715,1.734,0.020333333,2.128,6.002,0.9405,1.357,1.1945,0.388,0.355,0.566,4.9275,0.3625,0.478,8.225,1.56475,3.437333333,-0.017907785,0.017907765,-0.060888987,-0.060888987,0.01713889,-0.017138911,0.062394787,0.062394767,0.017907775,0.060888987,0.017138901,0.062394777,0.063467765,0.064705874,20.04883174,22.07621224,0,1.13914,1.75121,0.89533,0.29658,0.05494,0,1
Comp_146,SrCeMnNiO6_C,Sr,Ce,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.97,0.53,0.69,0.75,0.61,0.757728834,-140.96583,4.91807558,5.394142,5.467425,7.561691,90.468651,90.179535,89.774887,222.999652,P-1,2,P42/mmc,131,9.694,2.7185,1.7225,0.055333333,2.007,5.785,0.266,1.961,5.625,0.729,0.364,0.591,4.8875,0.369,0.4995,8.235,1.561833333,3.445166667,-0.006619604,0.006619604,-0.039118208,-0.039118208,0.012317677,-0.012317717,-0.051053714,0.051053674,0.006619604,0.039118208,0.012317697,0.051053694,0.039674342,0.052518619,15.33336083,16.57223454,0.0341,0.78593,0,1.48477,0,0.18469,0,0
Comp_147,SrCeMnNiO6_L,Sr,Ce,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.97,0.53,0.69,0.75,0.61,0.757728834,-140.62841,4.98498381,5.355428,5.422488,7.677805,90,89.914017,90,222.961238,P21,4,P4/nmm,129,9.691,2.698,1.727,0.058833333,2.005,5.776,0.25,1.962,5.632,0.7025,0.367,0.596,4.902,0.368,0.502,8.237,1.56175,3.44525,-0.006356178,0.006356158,-0.029222694,-0.029222694,0.002251705,-0.002251725,0.046756409,0.046756388,0.006356168,0.029222694,0.002251715,0.046756399,0.029905965,0.046810587,11.93524641,20.18777239,0,1.09268,0.98601,0.443025,0.58094,0.01007,0,1
Comp_148,SrCeMnNiO6_R,Sr,Ce,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.97,0.53,0.69,0.75,0.61,0.757728834,-140.78066,4.90688303,5.351549,5.488047,7.601822,90,90.025459,89.999786,223.26209,Pc,7,F-4 3m,216,9.693,2.716,1.726,0.054166667,2.008,5.791,0.274,1.963,5.622,0.737,0.361,0.584,4.883,0.365,0.49,8.224,1.562,3.444,-0.006126807,-0.00614221,-0.038323769,-0.038323769,0.016090341,0.016092276,-0.058030926,0.058027407,0.006134508,0.038323769,0.016091308,0.058029167,0.038811641,0.060218887,11.19436448,14.61040589,0,0.9283,1.3796,5.617,0,0,0.12,2
Comp_149,SrDyMnNiO6_C,Sr,Dy,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.027,0.53,0.69,0.7785,0.61,0.768012297,-139.132734,3.12767621,5.357698,5.423235,7.475175,90.414063,90.253983,90.498978,217.183021,P-1,2,P42/mmc,131,7.914,2.5885,1.5615,-0.039,2.008,5.788,0.275,0.296,6.711,1.273,0.3755,0.608,4.8825,0.3915,0.5515,8.237,1.561,3.440416667,-0.006526573,0.006526573,-0.039322919,-0.039322919,0.011609063,-0.011609103,-0.052451447,0.052451406,0.006526573,0.039322919,0.011609083,0.052451427,0.039860859,0.053720787,14.54229887,17.51128521,0.04275,0.80972,0,1.37889,0,0.16841,0,0
Comp_150,SrDyMnNiO6_L,Sr,Dy,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.027,0.53,0.69,0.7785,0.61,0.768012297,-139.362379,3.17801675,5.290988,5.399713,7.606609,90,90.094727,90,217.319119,P21,4,P4/nmm,129,7.893,2.531,1.5755,-0.032416667,2.007,5.781,0.265,0.3,6.74,1.284,0.379,0.613,4.89,0.389,0.545,8.236,1.560833333,3.441666667,-0.008838088,0.008838068,-0.034135158,-0.034135158,0.00994643,-0.00994645,0.059579208,0.059579188,0.008838078,0.034135158,0.00994644,0.059579198,0.035260752,0.060403746,14.11411041,17.33791473,0,0.93805,1.12341,0.525875,0.48548,0.01651,0,1
Comp_151,SrGdMnNiO6_C,Sr,Gd,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.053,0.53,0.69,0.7915,0.61,0.772702999,-139.166269,3.19319414,5.378117,5.410465,7.507283,90.359505,90.183197,90.340332,218.438464,P-1,2,P42/mmc,131,7.906,2.5895,1.5615,-0.039333333,2.007,5.785,0.268,0.224,6.514,1.204,0.3765,0.6085,4.885,0.3925,0.555,8.2405,1.56125,3.439166667,-0.005724318,0.005724318,-0.03486374,-0.03486374,0.009581092,-0.009581132,-0.047045766,0.047045726,0.005724318,0.03486374,0.009581112,0.047045746,0.035330556,0.048011456,13.61179256,15.97446064,0.02987,0.74596,0,1.27929,0,0.157335,0,0
Comp_152,SrGdMnNiO6_L,Sr,Gd,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.053,0.53,0.69,0.7915,0.61,0.772702999,-139.355712,3.24881985,5.325048,5.382671,7.624166,90,90.123894,90,218.530826,P21,4,P4/nmm,129,7.884,2.5325,1.5725,-0.032666667,2.006,5.7785,0.259,0.226,6.532,1.209,0.38,0.615,4.8925,0.3905,0.55,8.2395,1.561166667,3.4405,-0.00776916,0.007769139,-0.02938304,-0.02938304,0.00744445,-0.00744447,0.052030973,0.052030953,0.007769149,0.02938304,0.00744446,0.052030963,0.030392807,0.052560833,12.70024013,15.61520298,0,0.84877,1.05013,0.454645,0.44677,0.00911,0,1
Comp_153,SrHfMnNiO6_C,Sr,Hf,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.83,0.53,0.69,0.68,0.61,0.732471206,-142.63538,4.40087695,5.218186,5.516058,7.387694,91.000694,90.645668,89.742874,212.598131,P-1,2,P42/mmc,131,9.735,2.7555,1.728,0.055833333,2.014,5.805,0.305,0.475,0.726,2.099,0.3575,0.5735,4.87,0.368,0.4835,8.2265,1.5565,3.472666667,-0.007715797,0.007715797,-0.06474564,-0.06474564,0.033737195,-0.033737235,-0.076445365,0.076445324,0.007715797,0.06474564,0.033737215,0.076445344,0.065203768,0.083558904,22.57599354,24.30805201,0.1044,1.08389,0,2.12156,0,0.29699,0,0
Comp_154,SrHfMnNiO6_L,Sr,Hf,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.83,0.53,0.69,0.68,0.61,0.732471206,-142.27581,4.57160144,5.105904,5.438514,7.640201,90,89.893372,90,212.156769,P21,4,P4/nmm,129,9.714,2.7155,1.735,0.06175,2.012,5.789,0.2875,0.4655,0.7465,2.0525,0.364,0.582,4.899,0.368,0.487,8.231,1.55625,3.475833333,-0.009222155,0.009222135,-0.04369393,-0.04369393,0.019806443,-0.019806463,0.090746394,0.090746373,0.009222145,0.04369393,0.019806453,0.090746383,0.04465655,0.092882731,20.38344112,25.38031002,0,1.49668,1.45349,0.732965,0.92704,0.06807,0,1
Comp_155,SrHfMnNiO6_R,Sr,Hf,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.83,0.53,0.69,0.68,0.61,0.732471206,-142.07693,4.3747262,5.201423,5.49174,7.492723,89.971352,90.350273,90.012825,214.024582,Pc,7,F-4 3m,216,9.724,2.749,1.738,0.0545,2.011,5.802,0.294,0.494,0.7445,2.1785,0.354,0.5635,4.869,0.361,0.472,8.2095,1.556666667,3.471833333,-0.010513211,-0.010150615,-0.048279111,-0.048279111,0.036144821,0.036454957,-0.068981839,0.06885274,0.010331913,0.048279111,0.036299889,0.068917289,0.04937227,0.077892713,15.25875506,10.2432348,0,0.935,2.0039,5.2509,0,0,0.1359,2
Comp_156,SrHoMnNiO6_C,Sr,Ho,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.015,0.53,0.69,0.7725,0.61,0.765847357,-139.104507,3.06948391,5.344131,5.434312,7.460256,90.429016,90.216034,90.622437,216.637845,P-1,2,P42/mmc,131,7.92,2.588,1.563,-0.038666667,2.009,5.79,0.279,0.33,6.813,1.27,0.375,0.6065,4.8805,0.391,0.5485,8.2345,1.560666667,3.440833333,-0.006992039,0.006992039,-0.042395969,-0.042395969,0.013137969,-0.01313801,-0.055772628,0.055772587,0.006992039,0.042395969,0.013137989,0.055772607,0.042968673,0.057299132,15.1909846,18.42150497,0.0457,0.85406,0,1.43776,0,0.17314,0,0
Comp_157,SrSmMnNiO6_C,Sr,Sm,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.079,0.53,0.69,0.8045,0.61,0.777393701,-138.968997,3.18467905,5.408155,5.392307,7.550216,90.273605,90.166245,90.182716,220.17813,P-1,2,P42/mmc,131,7.881,2.59,1.5645,-0.040333333,2.006,5.781,0.261,2.113,5.98,0.855,0.3765,0.6095,4.8865,0.392,0.5565,8.242,1.561666667,3.437,-0.005020667,0.005020667,-0.029030777,-0.029030777,0.006412395,-0.006412436,-0.038784233,0.038784193,0.005020667,0.029030777,0.006412416,0.038784213,0.029461722,0.03931074,12.28977241,14.35463982,0.03009,0.66361,0,1.15692,0,0.14703,0,0
Comp_158,SrSnMnNiO6_C,Sr,Sn,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.81,0.53,0.69,0.67,0.61,0.728862974,-121.28573,4.55279631,5.247735,5.46943,7.511265,90.929764,90.653656,89.676926,215.543611,P-1,2,P42/mmc,131,9.72,2.765,1.73,0.052833333,2.014,5.805,0.3,1.124,1.508,0.579,0.356,0.5685,4.852,0.3625,0.47,8.21,1.561833333,3.4405,-0.003740407,0.003740407,-0.058089567,-0.058089567,0.035510753,-0.035510794,-0.068957927,0.068957887,0.003740407,0.058089567,0.035510773,0.068957907,0.058209866,0.077564218,22.11350149,22.49290844,0.09723,1.03991,0,2.08071,0,0.26308,0,0
Comp_159,SrSnMnNiO6_R,Sr,Sn,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.81,0.53,0.69,0.67,0.61,0.728862974,-121.33538,4.79601065,5.286516,5.380691,7.627561,90.003746,89.633156,90.001945,216.96235,Pc,7,F-4 3m,216,9.704,2.742,1.739,0.055333333,2.008,5.79,0.2715,1.144,1.5565,0.584,0.357,0.564,4.869,0.362,0.472,8.204,1.562666667,3.438333333,-0.009768691,-0.009559683,-0.022611115,-0.022611115,-0.024446032,-0.024503396,-0.048091252,0.048225159,0.009664187,0.022611115,0.024474714,0.048158206,0.024589815,0.054020592,10.76568212,27.87440771,0,1.7051,1.084,5.30545,0,0,0.1498,2
Comp_160,SrTbMnNiO6_R,Sr,Tb,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.88,0.53,0.69,1.07,0.61,0.873192275,-139.129958,3.15730567,5.327747,5.445907,7.518802,90.004959,90.200615,90.003754,218.152291,Pc,7,F-4 3m,216,7.905,2.538,1.593,-0.036083333,2.007,5.786,0.271,0.265,6.616,1.271,0.377,0.61,4.8805,0.386,0.537,8.229,1.561166667,3.439333333,-0.003839077,-0.003846314,-0.027927428,-0.027927428,0.014517312,0.014540505,-0.061370168,0.061358806,0.003842695,0.027927428,0.014528909,0.061364487,0.028190557,0.063060998,9.702861827,12.55129192,0,0.8247,1.2591,5.5934,0,0,0.1118,2
Comp_161,SrTmMnNiO6_C,Sr,Tm,Mn,Ni,2,3,8,8,4,3,6,6,1.26,0.81,0.53,0.69,0.67,0.61,0.728862974,-138.976342,3.02300578,5.327281,5.443826,7.427501,90.451134,90.293556,90.614052,215.381448,P-1,2,P42/mmc,131,7.93,2.589,1.564,-0.038833333,2.01,5.792,0.285,0.396,7.007,1.281,0.3745,0.605,4.8785,0.39,0.546,8.232,1.560666667,3.442333333,-0.007414528,0.007414528,-0.045856511,-0.045856511,0.015569805,-0.015569846,-0.059602558,0.059602518,0.007414528,0.045856511,0.015569825,0.059602538,0.04645207,0.061602613,16.3052552,19.3544969,0.05339,0.89295,0,1.53224,0,0.186845,0,0
Comp_162,TmSnMnNiO6_C,Tm,Sn,Mn,Ni,3,2,8,8,4,3,6,6,0.81,0.81,0.53,0.69,0.67,0.61,0.728862974,-139.538744,5.99803787,5.181754,5.464437,7.514753,88.423935,88.440269,92.754768,212.369847,P-1,2,P42/mmc,131,9.719,2.756,1.7525,0.052333333,0.424,7.109,1.351,1.156,1.626,0.652,0.319,0.4765,4.948,0.3675,0.4815,8.2295,1.5585,3.4655,-0.023333585,0.023333585,-0.077609331,-0.077609331,0.014312088,-0.014312128,-0.068761988,0.068761947,0.023333585,0.077609331,0.014312108,0.068761967,0.081041128,0.070235636,23.75305792,27.68566944,0.23645,1.47963,0,2.43151,0,0.27503,0,0
Comp_163,ZnCeMnNiO6_C,Zn,Ce,Mn,Ni,2,4,8,8,4,2,6,6,0.9,0.97,0.53,0.69,0.75,0.61,0.757728834,-128.27014,5.02213029,5.192932,5.224454,7.616082,90.193741,90.291725,87.963264,206.491824,P-1,2,P42/mmc,131,9.711,2.7065,1.731,0.054666667,0.433,0.422,9.881,1.967,5.638,0.73,0.3665,0.5975,4.885,0.371,0.499,8.234,1.561,3.441666667,0.010561478,-0.010561478,-0.023644263,-0.023644263,0.013633541,-0.013633582,-0.047432765,0.047432724,0.010561478,0.023644263,0.013633562,0.047432744,0.025895868,0.049353209,17.12375748,31.75364421,0.02056,1.49875,0,1.8114,0,0.170145,0,0
Comp_164,ZnCeMnNiO6_R,Zn,Ce,Mn,Ni,2,4,8,8,4,2,6,6,0.9,0.97,0.53,0.69,0.75,0.61,0.757728834,-128.23773,5.0377417,5.177121,5.313554,7.481586,90.000542,89.978401,89.998543,205.810269,Pc,7,F-4 3m,216,9.708,2.691,1.731,0.057166667,0.392,0.364,9.88,1.971,5.629,0.78,0.366,0.596,4.886,0.37,0.497,8.2305,1.5625,3.438166667,-0.006728937,-0.006747652,-0.043202808,-0.043202808,0.014561407,0.014577395,-0.05546341,0.055469482,0.006738295,0.043202808,0.014569401,0.055466446,0.043725133,0.057348009,20.0416426,26.01216434,0,1.352,1.819,5.6234,0,0,0.132,2
Comp_165,ZnSnMnNiO6_C,Zn,Sn,Mn,Ni,2,4,8,8,4,2,6,6,0.9,0.81,0.53,0.69,0.855,0.61,0.795615276,-108.4392528,4.84249319,5.046185,5.224419,7.468423,90.060509,89.861176,87.987091,196.770674,P-1,2,P42/mmc,131,9.736,2.77,1.743,0.05,0.413,0.408,9.89,1.124,1.603,0.648,0.366,0.5895,4.8545,0.3705,0.4915,8.2345,1.560666667,3.443666667,-0.002477583,0.002477583,-0.043257299,-0.043257299,0.028116096,-0.028116136,-0.069372187,0.069372147,0.002477583,0.043257299,0.028116116,0.069372167,0.043328194,0.07485328,22.73970767,27.29890481,0.0694,1.41355,0,2.40375,0,0.199195,0,0